user_id,event_sequence,first_event_type,last_event_before_first_payment,steps_before_first_payment,total_payment_success,pre_payment_mod_repeat
871c7489-37e1-456f-a212-b34ed15e0383,"['login', 'trial_extension', 'trial_extension', 'login', 'feature_click', 'logout', 'feature_click', 'feature_click', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'login', 'payment_success', 'login', 'login', 'trial_extension', 'payment_success', 'feature_click']",login,checkout_start,11.0,4,2
87eed6d8-591b-4806-9457-501bc90ef72f,"['login', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'trial_extension', 'payment_success', 'login', 'logout', 'payment_success', 'login', 'checkout_start', 'login', 'feature_click', 'login', 'login', 'checkout_start', 'trial_extension', 'login', 'logout', 'trial_extension', 'login', 'feature_click', 'payment_success', 'logout', 'checkout_start']",login,logout,4.0,4,1
892bd7d9-620d-482b-b25f-5652aa9d65ab,"['feature_click', 'logout', 'checkout_start', 'checkout_start', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'payment_success', 'login', 'trial_extension', 'logout', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'feature_click', 'payment_success', 'feature_click', 'feature_click', 'login', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click']",feature_click,feature_click,14.0,4,3
896a54c4-63ec-4091-8215-dc1529bc4e9a,"['checkout_start', 'payment_success', 'feature_click', 'logout', 'login', 'feature_click', 'feature_click', 'trial_extension', 'login', 'feature_click', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'payment_success', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'checkout_start', 'login', 'payment_success', 'login', 'payment_success', 'trial_extension', 'payment_success']",checkout_start,checkout_start,1.0,10,0
8c9bc24a-93b4-4c15-969e-8c0fcf081067,"['checkout_start', 'trial_extension', 'checkout_start', 'logout', 'trial_extension', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'feature_click', 'login', 'login', 'payment_success', 'login', 'logout', 'login', 'logout', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'trial_extension', 'login', 'checkout_start']",checkout_start,logout,8.0,2,2
8f67212d-4849-4d0c-a322-7ff3f36f0d8e,"['login', 'logout', 'trial_extension', 'checkout_start', 'logout', 'login', 'checkout_start', 'login', 'checkout_start', 'trial_extension', 'trial_extension', 'checkout_start', 'login', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'login', 'trial_extension', 'payment_success', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click', 'checkout_start', 'checkout_start']",login,login,13.0,4,2
916f3458-fe95-4056-9a62-ff586522c10e,"['payment_success', 'logout', 'logout', 'login', 'payment_success', 'login', 'login', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'feature_click', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'feature_click', 'payment_success', 'payment_success', 'payment_success', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'logout', 'checkout_start', 'login', 'logout', 'payment_success', 'feature_click', 'login', 'login']",payment_success,,0.0,8,0
928097e3-8a32-481e-8b47-29e5b56ab285,"['checkout_start', 'logout', 'trial_extension', 'checkout_start', 'login', 'login', 'payment_success', 'login', 'feature_click', 'checkout_start', 'trial_extension', 'checkout_start', 'checkout_start', 'feature_click', 'logout', 'trial_extension', 'feature_click', 'logout', 'feature_click', 'feature_click', 'logout', 'logout', 'trial_extension', 'payment_success', 'trial_extension', 'payment_success', 'feature_click', 'trial_extension', 'feature_click', 'feature_click', 'trial_extension']",checkout_start,login,6.0,3,1
9555e2c4-6bab-44d0-aa72-a64cf3570002,"['checkout_start', 'login', 'payment_success', 'login', 'feature_click', 'trial_extension', 'checkout_start', 'feature_click', 'login', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'checkout_start', 'payment_success', 'checkout_start', 'trial_extension', 'logout', 'checkout_start', 'logout', 'login', 'trial_extension', 'logout', 'login', 'trial_extension', 'logout', 'feature_click', 'login']",checkout_start,login,2.0,4,1
95d2ff24-108d-4d0d-af65-6195ab0dc827,"['logout', 'checkout_start', 'trial_extension', 'checkout_start', 'checkout_start', 'logout', 'logout', 'login', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'login', 'checkout_start', 'feature_click', 'login', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'trial_extension', 'login', 'logout', 'feature_click', 'login', 'login', 'payment_success', 'login', 'trial_extension', 'checkout_start', 'checkout_start', 'payment_success', 'logout', 'login']",logout,login,8.0,4,1
9727faf9-d887-4f43-9b64-46cf8ba70a39,"['feature_click', 'feature_click', 'checkout_start', 'trial_extension', 'checkout_start', 'payment_success', 'logout', 'login', 'payment_success', 'logout', 'logout', 'checkout_start', 'trial_extension', 'login', 'payment_success', 'feature_click', 'logout', 'logout', 'checkout_start', 'checkout_start', 'trial_extension', 'feature_click', 'trial_extension', 'trial_extension', 'checkout_start', 'feature_click', 'payment_success']",feature_click,checkout_start,5.0,4,1
973acce4-d23c-4c23-9a1a-57c1e3b07416,"['trial_extension', 'checkout_start', 'payment_success', 'checkout_start', 'logout', 'feature_click', 'login', 'logout', 'feature_click', 'login', 'feature_click', 'login', 'checkout_start', 'feature_click', 'payment_success', 'payment_success', 'feature_click', 'logout', 'feature_click', 'login', 'feature_click', 'trial_extension', 'checkout_start', 'login']",trial_extension,checkout_start,2.0,3,1
9cc0d41c-f9ac-4e02-80f4-e9f120c9a9b7,"['login', 'trial_extension', 'logout', 'login', 'feature_click', 'logout', 'checkout_start', 'login', 'checkout_start', 'trial_extension', 'logout', 'trial_extension', 'trial_extension', 'trial_extension', 'checkout_start', 'login', 'logout', 'trial_extension', 'trial_extension', 'trial_extension', 'trial_extension']",login,,,0,0
a0357572-d01b-45cd-bf0a-434334671108,"['checkout_start', 'login', 'logout', 'logout', 'login', 'payment_success', 'payment_success', 'feature_click', 'login', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'feature_click', 'feature_click', 'trial_extension', 'feature_click', 'trial_extension', 'checkout_start', 'login', 'feature_click', 'payment_success', 'login', 'logout', 'checkout_start', 'checkout_start', 'trial_extension', 'payment_success', 'checkout_start']",checkout_start,login,5.0,5,1
a92f5e02-66b3-4f23-9b88-d8aa97a97c30,"['payment_success', 'feature_click', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'checkout_start', 'feature_click', 'logout', 'checkout_start', 'checkout_start', 'logout', 'feature_click', 'logout', 'payment_success', 'logout', 'payment_success', 'payment_success', 'checkout_start', 'trial_extension', 'trial_extension', 'payment_success', 'logout', 'feature_click']",payment_success,,0.0,6,0
aa06a8cc-de35-42aa-abe6-ba26b7cae495,"['checkout_start', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'login', 'logout', 'checkout_start', 'login', 'payment_success', 'payment_success', 'payment_success', 'logout', 'payment_success', 'payment_success', 'checkout_start', 'payment_success', 'feature_click', 'trial_extension', 'logout', 'feature_click', 'logout']",checkout_start,feature_click,2.0,9,1
b3ceff26-2650-4715-a79a-60a0a65050ac,"['logout', 'feature_click', 'feature_click', 'checkout_start', 'logout', 'payment_success', 'trial_extension', 'payment_success', 'feature_click', 'checkout_start', 'trial_extension', 'trial_extension', 'checkout_start', 'trial_extension', 'payment_success', 'logout', 'trial_extension', 'trial_extension', 'logout', 'login', 'checkout_start', 'checkout_start', 'login', 'trial_extension', 'trial_extension', 'payment_success', 'payment_success']",logout,logout,5.0,5,1
b3ddb988-82e1-42f1-8eaa-7c4f4e71264e,"['feature_click', 'feature_click', 'login', 'trial_extension', 'checkout_start', 'checkout_start', 'payment_success', 'login', 'payment_success', 'payment_success', 'logout', 'logout', 'checkout_start', 'payment_success', 'logout', 'logout', 'checkout_start', 'payment_success', 'login', 'payment_success', 'checkout_start', 'login', 'feature_click', 'logout', 'login', 'logout', 'checkout_start', 'trial_extension']",feature_click,checkout_start,6.0,6,1
b70b565f-8283-4135-928a-8efee2006d33,"['checkout_start', 'logout', 'checkout_start', 'payment_success', 'payment_success', 'logout', 'logout', 'trial_extension', 'trial_extension', 'feature_click', 'login', 'feature_click', 'trial_extension', 'payment_success', 'logout', 'logout', 'payment_success', 'payment_success', 'payment_success', 'payment_success', 'payment_success', 'checkout_start', 'login', 'payment_success']",checkout_start,checkout_start,3.0,9,1
bd8c2820-74f9-44d2-8dd7-8dcc31c0dcdf,"['checkout_start', 'login', 'login', 'feature_click', 'logout', 'checkout_start', 'login', 'payment_success', 'login', 'feature_click', 'logout', 'payment_success', 'login', 'trial_extension', 'feature_click', 'logout', 'feature_click', 'payment_success', 'feature_click', 'trial_extension', 'trial_extension', 'login', 'login', 'login']",checkout_start,login,7.0,3,2
bef6f656-26c6-4143-b8e8-791988f849ac,"['checkout_start', 'login', 'trial_extension', 'payment_success', 'feature_click', 'trial_extension', 'logout', 'checkout_start', 'login', 'login', 'payment_success', 'logout', 'trial_extension', 'logout', 'trial_extension', 'trial_extension', 'checkout_start', 'feature_click', 'logout', 'payment_success', 'trial_extension', 'logout', 'feature_click', 'trial_extension']",checkout_start,trial_extension,3.0,3,1
c36be2fb-ebe2-422b-8987-62935c041016,"['logout', 'payment_success', 'checkout_start', 'feature_click', 'login', 'logout', 'login', 'checkout_start', 'trial_extension', 'logout', 'login', 'feature_click', 'payment_success', 'trial_extension', 'trial_extension', 'payment_success', 'logout', 'login', 'feature_click', 'checkout_start', 'trial_extension', 'login', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'login', 'trial_extension', 'checkout_start', 'login', 'login']",logout,logout,1.0,3,0
c376f5f0-1be0-4e76-b753-f842c57f959a,"['trial_extension', 'feature_click', 'checkout_start', 'checkout_start', 'feature_click', 'logout', 'logout', 'checkout_start', 'checkout_start', 'login', 'payment_success', 'logout', 'logout', 'trial_extension', 'logout', 'payment_success', 'logout', 'logout', 'payment_success', 'checkout_start', 'payment_success', 'logout', 'checkout_start', 'login', 'login', 'login', 'login', 'logout']",trial_extension,login,10.0,4,2
c4cf2b14-88db-4fee-9e87-6d0d25dae510,"['payment_success', 'payment_success', 'logout', 'logout', 'checkout_start', 'payment_success', 'logout', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'checkout_start', 'login', 'checkout_start', 'payment_success', 'login', 'logout', 'trial_extension', 'payment_success', 'trial_extension', 'checkout_start', 'checkout_start', 'payment_success', 'trial_extension']",payment_success,,0.0,7,0
c5ddc6b4-aa4a-45dd-8655-011b64949ee4,"['logout', 'logout', 'payment_success', 'login', 'login', 'trial_extension', 'checkout_start', 'logout', 'logout', 'feature_click', 'trial_extension', 'checkout_start', 'logout', 'login', 'login', 'feature_click', 'checkout_start', 'feature_click', 'feature_click', 'checkout_start', 'checkout_start', 'feature_click', 'payment_success']",logout,logout,2.0,2,1
c9ba2a9b-504e-487a-a019-fa0665fe722d,"['payment_success', 'login', 'checkout_start', 'trial_extension', 'feature_click', 'logout', 'payment_success', 'logout', 'logout', 'checkout_start', 'login', 'trial_extension', 'logout', 'logout', 'login', 'feature_click', 'feature_click', 'feature_click', 'payment_success', 'payment_success', 'login', 'trial_extension', 'checkout_start', 'login', 'login', 'login', 'trial_extension']",payment_success,,0.0,4,0
cbe8d2d0-206b-4b3b-a6a2-6790cc823d31,"['trial_extension', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'checkout_start', 'logout', 'feature_click', 'feature_click', 'login', 'trial_extension', 'logout', 'logout', 'feature_click', 'logout', 'login', 'checkout_start', 'feature_click', 'feature_click', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'login', 'login']",trial_extension,feature_click,2.0,3,1
cd204564-9328-44a8-a08d-62c14c4ad619,"['login', 'payment_success', 'login', 'feature_click', 'trial_extension', 'login', 'login', 'feature_click', 'logout', 'login', 'logout', 'checkout_start', 'trial_extension', 'logout', 'logout', 'logout', 'trial_extension', 'checkout_start', 'checkout_start', 'feature_click', 'feature_click', 'trial_extension', 'payment_success', 'trial_extension', 'payment_success', 'login', 'trial_extension', 'checkout_start', 'payment_success', 'logout', 'trial_extension', 'feature_click', 'login']",login,login,1.0,4,0
cd3ee9af-0712-4f60-a695-78d822fdb92c,"['logout', 'feature_click', 'payment_success', 'logout', 'feature_click', 'login', 'trial_extension', 'login', 'feature_click', 'feature_click', 'logout', 'trial_extension', 'checkout_start', 'login', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'login', 'feature_click', 'logout', 'login', 'payment_success', 'logout', 'feature_click', 'trial_extension', 'login', 'checkout_start', 'logout', 'payment_success', 'trial_extension', 'payment_success', 'trial_extension', 'trial_extension']",logout,feature_click,2.0,4,1
cfba8cc5-8530-464e-8d6c-8a6dbd8b4252,"['trial_extension', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'checkout_start', 'feature_click', 'logout', 'login', 'logout', 'feature_click', 'logout', 'trial_extension', 'payment_success', 'logout', 'trial_extension', 'logout', 'trial_extension', 'payment_success', 'logout', 'logout', 'logout', 'logout', 'feature_click', 'checkout_start', 'trial_extension', 'feature_click', 'feature_click', 'login', 'login', 'feature_click', 'trial_extension', 'checkout_start', 'login']",trial_extension,logout,4.0,3,1
d0c682c7-8546-4f55-acf7-8f26985fc421,"['checkout_start', 'payment_success', 'login', 'feature_click', 'feature_click', 'payment_success', 'trial_extension', 'payment_success', 'trial_extension', 'feature_click', 'payment_success', 'trial_extension', 'logout', 'login', 'payment_success', 'feature_click', 'payment_success', 'logout', 'trial_extension', 'trial_extension', 'trial_extension']",checkout_start,checkout_start,1.0,6,0
d230fab5-250a-4ea1-a532-6bdfdf11833c,"['login', 'trial_extension', 'feature_click', 'checkout_start', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'login', 'trial_extension', 'login', 'login', 'trial_extension', 'trial_extension', 'feature_click', 'payment_success', 'payment_success', 'checkout_start', 'trial_extension', 'login', 'trial_extension', 'feature_click', 'logout', 'logout', 'login', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'logout', 'logout']",login,checkout_start,4.0,4,1
d50652d2-f851-4ad5-88ad-1f88c127e430,"['payment_success', 'checkout_start', 'logout', 'trial_extension', 'feature_click', 'payment_success', 'logout', 'payment_success', 'logout', 'payment_success', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'trial_extension', 'trial_extension', 'checkout_start', 'trial_extension']",payment_success,,0.0,5,0
d68c2b87-638a-49bf-96d4-a528e3cc6ceb,"['trial_extension', 'logout', 'feature_click', 'logout', 'feature_click', 'payment_success', 'payment_success', 'checkout_start', 'checkout_start', 'feature_click', 'feature_click', 'checkout_start', 'login', 'feature_click', 'logout', 'login', 'trial_extension', 'logout', 'login', 'login', 'payment_success', 'checkout_start', 'trial_extension', 'logout', 'logout', 'payment_success', 'logout', 'login']",trial_extension,feature_click,5.0,4,2
e01a0fe4-dd44-4797-8b35-701c4bf37740,"['checkout_start', 'payment_success', 'login', 'payment_success', 'trial_extension', 'login', 'feature_click', 'feature_click', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'feature_click', 'trial_extension', 'logout', 'login', 'trial_extension', 'logout', 'checkout_start', 'feature_click', 'checkout_start', 'trial_extension', 'feature_click', 'trial_extension', 'feature_click']",checkout_start,checkout_start,1.0,3,0
e14eb847-a7cc-4072-976a-8a96fbbb25b2,"['trial_extension', 'checkout_start', 'payment_success', 'payment_success', 'trial_extension', 'checkout_start', 'login', 'payment_success', 'login', 'feature_click', 'logout', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'feature_click', 'payment_success', 'checkout_start', 'payment_success', 'checkout_start', 'feature_click', 'feature_click', 'checkout_start', 'trial_extension', 'payment_success']",trial_extension,checkout_start,2.0,8,1
e2fce059-39da-4ff9-9ccf-193707265043,"['payment_success', 'logout', 'checkout_start', 'payment_success', 'trial_extension', 'login', 'login', 'login', 'payment_success', 'checkout_start', 'feature_click', 'payment_success', 'logout', 'feature_click', 'trial_extension', 'logout', 'login', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'login', 'logout', 'logout', 'checkout_start', 'trial_extension', 'payment_success']",payment_success,,0.0,6,0
e310a622-2556-4be8-a427-bbf9c731f63b,"['feature_click', 'checkout_start', 'checkout_start', 'feature_click', 'payment_success', 'logout', 'feature_click', 'payment_success', 'checkout_start', 'payment_success', 'logout', 'logout', 'checkout_start', 'feature_click', 'feature_click', 'logout', 'payment_success', 'logout', 'login', 'payment_success', 'checkout_start', 'payment_success', 'feature_click', 'logout', 'payment_success', 'payment_success', 'checkout_start', 'checkout_start']",feature_click,feature_click,4.0,8,1
e5657620-d980-4a07-8561-f9b32981ac2e,"['checkout_start', 'payment_success', 'checkout_start', 'login', 'trial_extension', 'login', 'login', 'feature_click', 'feature_click', 'checkout_start', 'feature_click', 'checkout_start', 'login', 'checkout_start', 'logout', 'trial_extension', 'logout', 'payment_success', 'checkout_start', 'trial_extension', 'checkout_start']",checkout_start,checkout_start,1.0,2,0
e7520282-69ad-460c-9ffb-c7b5ed00ea03,"['feature_click', 'trial_extension', 'payment_success', 'payment_success', 'logout', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'payment_success', 'login', 'logout', 'logout', 'logout', 'feature_click', 'feature_click', 'payment_success', 'logout', 'checkout_start', 'login', 'payment_success', 'login', 'checkout_start', 'payment_success', 'checkout_start', 'login', 'payment_success', 'login', 'logout', 'feature_click', 'feature_click', 'logout', 'feature_click', 'login']",feature_click,trial_extension,2.0,9,1
ea297f2b-98b9-4752-b484-39f63969d654,"['logout', 'login', 'checkout_start', 'trial_extension', 'login', 'login', 'feature_click', 'trial_extension', 'payment_success', 'checkout_start', 'feature_click', 'login', 'payment_success', 'payment_success', 'payment_success', 'logout', 'trial_extension', 'login', 'payment_success', 'feature_click', 'checkout_start', 'login', 'payment_success', 'trial_extension', 'checkout_start', 'checkout_start', 'checkout_start']",logout,trial_extension,8.0,6,1
ef5ec769-89d6-4f73-9ab6-0f127e934910,"['checkout_start', 'checkout_start', 'logout', 'login', 'logout', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'payment_success', 'checkout_start', 'logout', 'trial_extension', 'logout', 'payment_success', 'payment_success', 'trial_extension', 'payment_success', 'checkout_start']",checkout_start,feature_click,6.0,6,1
f17922be-3245-4dba-a513-813d4877108a,"['trial_extension', 'logout', 'payment_success', 'logout', 'feature_click', 'payment_success', 'feature_click', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'payment_success', 'checkout_start', 'payment_success', 'logout', 'logout', 'payment_success', 'feature_click', 'payment_success', 'logout', 'checkout_start', 'checkout_start', 'checkout_start', 'logout', 'checkout_start', 'checkout_start', 'checkout_start', 'logout', 'logout', 'checkout_start', 'checkout_start']",trial_extension,logout,2.0,6,1
f32df4b9-b298-43e9-9c91-ce79f5d05b86,"['logout', 'feature_click', 'login', 'payment_success', 'trial_extension', 'payment_success', 'login', 'payment_success', 'login', 'checkout_start', 'payment_success', 'feature_click', 'login', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'logout', 'trial_extension', 'login', 'feature_click', 'login', 'checkout_start', 'logout', 'feature_click', 'checkout_start', 'feature_click', 'logout']",logout,login,3.0,6,1
f8da8244-dffa-443b-82eb-8773bee81964,"['login', 'logout', 'checkout_start', 'payment_success', 'login', 'payment_success', 'checkout_start', 'trial_extension', 'login', 'login', 'checkout_start', 'login', 'feature_click', 'feature_click', 'login', 'logout', 'login', 'payment_success', 'logout', 'checkout_start', 'checkout_start', 'logout', 'payment_success', 'trial_extension', 'payment_success', 'logout', 'trial_extension', 'payment_success', 'logout', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click']",login,checkout_start,3.0,6,1
f95a949d-ecf6-4a65-814a-b500e2d48158,"['checkout_start', 'checkout_start', 'trial_extension', 'feature_click', 'payment_success', 'login', 'logout', 'feature_click', 'checkout_start', 'checkout_start', 'logout', 'payment_success', 'feature_click', 'login', 'feature_click', 'login', 'payment_success', 'trial_extension', 'logout', 'payment_success', 'trial_extension', 'login', 'logout', 'login', 'payment_success', 'payment_success', 'logout', 'login']",checkout_start,feature_click,4.0,6,1
f996149b-6e0d-4ff9-b2e9-717a8d2d3bfd,"['login', 'logout', 'payment_success', 'trial_extension', 'checkout_start', 'checkout_start', 'trial_extension', 'checkout_start', 'feature_click', 'trial_extension', 'login', 'feature_click', 'logout', 'logout', 'feature_click', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'trial_extension', 'feature_click', 'checkout_start', 'logout', 'logout', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'logout', 'trial_extension', 'feature_click', 'checkout_start']",login,logout,2.0,3,1
fa2b4edf-3efe-4f16-90fc-1d76bc7a9a34,"['trial_extension', 'login', 'login', 'feature_click', 'logout', 'feature_click', 'feature_click', 'payment_success', 'payment_success', 'checkout_start', 'payment_success', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'checkout_start', 'trial_extension', 'login', 'checkout_start', 'payment_success', 'login', 'logout', 'payment_success', 'trial_extension', 'checkout_start', 'feature_click', 'checkout_start', 'trial_extension', 'checkout_start']",trial_extension,feature_click,7.0,6,1
fb00556e-d46d-4353-9bba-33f787638230,"['login', 'feature_click', 'payment_success', 'checkout_start', 'checkout_start', 'logout', 'logout', 'login', 'login', 'payment_success', 'checkout_start', 'feature_click', 'login', 'trial_extension', 'payment_success', 'logout', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'payment_success', 'feature_click', 'payment_success', 'logout', 'login', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'checkout_start', 'checkout_start', 'login', 'payment_success']",login,feature_click,2.0,9,1
fee9867c-0397-4219-8d8d-7e4db742113b,"['login', 'logout', 'feature_click', 'logout', 'logout', 'trial_extension', 'feature_click', 'checkout_start', 'payment_success', 'feature_click', 'trial_extension', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'trial_extension', 'feature_click', 'login', 'login', 'payment_success', 'feature_click', 'login', 'payment_success', 'login', 'login', 'trial_extension', 'login', 'trial_extension', 'payment_success', 'trial_extension', 'logout', 'feature_click', 'trial_extension']",login,checkout_start,8.0,4,1
ff648fe2-81bb-4241-b775-d2b9651f81ac,"['payment_success', 'login', 'trial_extension', 'trial_extension', 'trial_extension', 'logout', 'checkout_start', 'trial_extension', 'feature_click', 'login', 'checkout_start', 'trial_extension', 'trial_extension', 'checkout_start', 'checkout_start', 'feature_click', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'logout', 'feature_click', 'login']",payment_success,,0.0,4,0
